img_path,pred_color1,pred_color2,hsv0_h,hsv0_s,hsv0_v,hsv1_h,hsv1_s,hsv1_v,hex0,hex1,ratio0,ratio1,center_ratio,margin_ratio
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Co-Diovan80 12.5mg(Valsartan80mg+Hydrochlorothiazide12.5mg)\S__49496350_0.jpg,紅色,,16,94,188,18,104,155,#bc8a77,#9b6e5c,0.554,0.446,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Co-Diovan80 12.5mg(Valsartan80mg+Hydrochlorothiazide12.5mg)\S__49496351_0.jpg,透明,,26,78,253,,,,#fdd1b0,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Co-Diovan80 12.5mg(Valsartan80mg+Hydrochlorothiazide12.5mg)\S__49496352_0.jpg,白色,,24,66,253,,,,#fdd5bc,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Co-Diovan80 12.5mg(Valsartan80mg+Hydrochlorothiazide12.5mg)\S__49496353_0.jpg,透明,,356,57,175,,,,#af888a,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Co-Diovan80 12.5mg(Valsartan80mg+Hydrochlorothiazide12.5mg)\S__49496354_0.jpg,透明,,358,62,165,,,,#a57d7f,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(口服)通舒Furosemide 40mg tab\S__49496337_0.jpg,白色,,46,27,249,,,,#f9f3df,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(口服)通舒Furosemide 40mg tab\S__49496339_0.jpg,白色,,44,19,247,,,,#f7f2e5,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(口服)通舒Furosemide 40mg tab\S__49496340_0.jpg,白色,,270,4,236,,,,#eae8ec,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(口服)通舒Furosemide 40mg tab\S__49496341_0.jpg,白色,,248,7,242,,,,#ecebf2,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(口服)通舒Furosemide 40mg tab\S__49496342_0.jpg,白色,,56,16,252,,,,#fcfbec,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(口服)通舒Furosemide 40mg tab\S__49496343_0.jpg,白色,,0,1,254,,,,#fefdfd,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(口服)通舒Furosemide 40mg tab\S__49496344_0.jpg,白色,,248,19,224,,,,#d1cfe0,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(口服)通舒Furosemide 40mg tab\S__49496345_0.jpg,白色,,244,20,220,,,,#cccbdc,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(口服)Bisacodyl 5mg tab\S__49496332_0.jpg,紅色,,40,120,182,,,,#b69860,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(口服)Bisacodyl 5mg tab\S__49496334_0.jpg,紅色,,40,119,173,,,,#ad935c,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(口服)Bisacodyl 5mg tab\S__49496335_0.jpg,白色,,50,46,251,,,,#fbf4ce,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(口服)Bisacodyl 5mg tab\S__49496336_0.jpg,紅色,,38,93,159,,,,#9f8965,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(黃)Calcium Carbonate 500mg tab\S__49496323_0.jpg,白色,,52,34,217,,,,#d9d5bc,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(黃)Calcium Carbonate 500mg tab\S__49496325_0.jpg,白色,,46,53,216,,,,#d8ceab,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(黃)Calcium Carbonate 500mg tab\S__49496326_0.jpg,白色,,48,55,228,,,,#e4dab3,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(黃)Calcium Carbonate 500mg tab\S__49496327_0.jpg,白色,,46,54,234,,,,#eadeb8,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(黃)Calcium Carbonate 500mg tab\S__49496328_0.jpg,白色,,52,8,253,,,,#fdfcf5,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(黃)Calcium Carbonate 500mg tab\S__49496329_0.jpg,白色,,52,8,254,,,,#fefdf6,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(黃)Calcium Carbonate 500mg tab\S__49496330_0.jpg,白色,,26,12,198,,,,#c6c1bd,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(黃)Calcium Carbonate 500mg tab\S__49496331_0.jpg,白色,,26,12,199,,,,#c7c2be,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Nebivolol 5mg tab\S__49496314_0.jpg,白色,,250,18,242,,,,#e4e1f2,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Nebivolol 5mg tab\S__49496316_0.jpg,白色,,248,23,231,,,,#d5d2e7,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Nebivolol 5mg tab\S__49496317_0.jpg,白色,,60,15,254,,,,#fefeef,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Nebivolol 5mg tab\S__49496318_0.jpg,白色,,56,18,254,,,,#fefdec,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Nebivolol 5mg tab\S__49496319_0.jpg,白色,,42,22,230,,,,#e6e0d2,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Nebivolol 5mg tab\S__49496320_0.jpg,白色,,44,25,226,,,,#e2dccc,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Nebivolol 5mg tab\S__49496321_0.jpg,白色,,44,28,240,,,,#f0e9d6,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Nebivolol 5mg tab\S__49496322_0.jpg,白色,,44,29,241,,,,#f1ead6,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(達理痛)FeBuXoStat 80mg tab\S__49496305_0.jpg,白色,灰色,28,22,199,34,33,161,#c7beb6,#a1988c,0.552,0.448,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(達理痛)FeBuXoStat 80mg tab\S__49496307_0.jpg,白色,灰色,32,31,200,28,27,162,#c8bdb0,#a29991,0.637,0.363,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(達理痛)FeBuXoStat 80mg tab\S__49496308_0.jpg,透明,,36,53,186,36,60,158,#baaa93,#9e8f79,0.58,0.42,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(達理痛)FeBuXoStat 80mg tab\S__49496309_0.jpg,白色,透明,36,53,193,36,60,166,#c1b199,#a6977f,0.553,0.447,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(達理痛)FeBuXoStat 80mg tab\S__49496310_0.jpg,白色,,42,25,248,,,,#f8f1e0,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(達理痛)FeBuXoStat 80mg tab\S__49496311_0.jpg,白色,,48,15,249,,,,#f9f6ea,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(達理痛)FeBuXoStat 80mg tab\S__49496312_0.jpg,紅色,,38,87,222,,,,#dec392,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(達理痛)FeBuXoStat 80mg tab\S__49496313_0.jpg,紅色,,40,84,215,40,98,169,#d7bf90,#a99368,0.508,0.492,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(錠劑)Madopar 250mg tab\S__49496296_0.jpg,紅色,,18,87,167,,,,#a7806e,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(錠劑)Madopar 250mg tab\S__49496298_0.jpg,紅色,,18,87,164,,,,#a47d6c,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(錠劑)Madopar 250mg tab\S__49496299_0.jpg,白色,,344,31,245,,,,#f5d7df,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(錠劑)Madopar 250mg tab\S__49496300_0.jpg,白色,,22,35,247,,,,#f7e2d5,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(錠劑)Madopar 250mg tab\S__49496301_0.jpg,灰色,,314,43,148,,,,#947b8e,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(錠劑)Madopar 250mg tab\S__49496302_0.jpg,灰色,,332,44,139,,,,#8b737e,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(錠劑)Madopar 250mg tab\S__49496303_0.jpg,透明,,346,46,166,,,,#a6888f,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(錠劑)Madopar 250mg tab\S__49496304_0.jpg,透明,,348,50,154,,,,#9a7c82,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\AMANTADINE Sulfate 100mg tab\S__49496287_0.jpg,透明,,12,79,209,,,,#d19d90,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\AMANTADINE Sulfate 100mg tab\S__49496289_0.jpg,紅色,,14,83,191,,,,#bf8f81,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\AMANTADINE Sulfate 100mg tab\S__49496290_0.jpg,白色,,346,31,195,,,,#c3abb1,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\AMANTADINE Sulfate 100mg tab\S__49496291_0.jpg,灰色,白色,308,21,183,286,20,207,#b7a8b5,#cbbfcf,0.601,0.399,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\AMANTADINE Sulfate 100mg tab\S__49496292_0.jpg,紅色,,34,91,254,,,,#fed7a3,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\AMANTADINE Sulfate 100mg tab\S__49496293_0.jpg,紅色,,34,85,254,,,,#fed8a9,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\AMANTADINE Sulfate 100mg tab\S__49496294_0.jpg,紅色,,24,113,224,,,,#e0a47d,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\AMANTADINE Sulfate 100mg tab\S__49496295_0.jpg,紅色,,24,109,233,,,,#e9ad85,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Trazodone Hydrochloride 50mg tab\S__49496278_0.jpg,白色,,40,28,242,,,,#f2e9d7,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Trazodone Hydrochloride 50mg tab\S__49496280_0.jpg,白色,,36,29,243,,,,#f3e8d7,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Trazodone Hydrochloride 50mg tab\S__49496281_0.jpg,白色,,250,11,252,,,,#f3f1fc,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Trazodone Hydrochloride 50mg tab\S__49496282_0.jpg,白色,,60,4,253,,,,#fdfdf9,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Trazodone Hydrochloride 50mg tab\S__49496283_0.jpg,白色,,246,23,242,,,,#dedcf2,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Trazodone Hydrochloride 50mg tab\S__49496284_0.jpg,白色,,238,27,240,,,,#d7d8f0,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Trazodone Hydrochloride 50mg tab\S__49496285_0.jpg,白色,,246,22,241,,,,#dedcf1,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Trazodone Hydrochloride 50mg tab\S__49496286_0.jpg,白色,,248,25,236,,,,#d8d5ec,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(錠)Metoclopramide 3.84mg tab\S.JPG,灰色,,42,20,162,,,,#a29e95,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(錠)Metoclopramide 3.84mg tab\S__49496269_0.jpg,白色,灰色,244,23,204,248,25,166,#bbbacc,#9896a6,0.568,0.432,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(錠)Metoclopramide 3.84mg tab\S__49496271_0.jpg,白色,,246,27,202,,,,#b7b5ca,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(錠)Metoclopramide 3.84mg tab\S__49496272_0.jpg,白色,灰色,246,11,250,252,14,188,#f0effa,#b4b2bc,0.672,0.328,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(錠)Metoclopramide 3.84mg tab\S__49496273_0.jpg,白色,,250,12,234,,,,#e1dfea,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(錠)Metoclopramide 3.84mg tab\S__49496274_0.jpg,白色,,180,1,248,16,5,225,#f7f8f8,#e1dedd,0.652,0.348,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(錠)Metoclopramide 3.84mg tab\S__49496275_0.jpg,白色,,48,5,253,,,,#fdfcf8,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(錠)Metoclopramide 3.84mg tab\S__49496276_0.jpg,白色,灰色,46,33,229,46,40,183,#e5dec7,#b7b09a,0.561,0.439,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(錠)Metoclopramide 3.84mg tab\S__49496277_0.jpg,白色,灰色,46,35,233,44,43,184,#e9e2c9,#b8b099,0.505,0.495,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\萬憂停Duloxetine 30mg cap\S__49496264_0.jpg,其他,灰色,220,156,72,46,34,159,#1c2b48,#9f9a8a,0.595,0.405,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\萬憂停Duloxetine 30mg cap\S__49496266_0.jpg,黑色,,250,165,48,,,,#161130,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\萬憂停Duloxetine 30mg cap\S__49496267_0.jpg,黑色,透明,224,125,47,40,54,123,#181e2f,#7b7261,0.594,0.406,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\萬憂停Duloxetine 30mg cap\S__49496268_0.jpg,其他,灰色,224,159,82,252,9,142,#1f2c52,#8a898e,0.587,0.413,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Dutasteride 0.5mg cap\S__49496259_0.jpg,透明,紅色,40,57,169,38,98,122,#a99c83,#7a684b,0.61,0.39,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Dutasteride 0.5mg cap\S__49496261_0.jpg,紅色,灰色,40,163,116,44,45,174,#745b2a,#aea68f,0.541,0.459,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Dutasteride 0.5mg cap\S__49496262_0.jpg,白色,紅色,40,25,246,14,169,118,#f6eede,#763928,0.611,0.389,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Dutasteride 0.5mg cap\S__49496263_0.jpg,紅色,,42,98,180,38,118,125,#b49f6f,#7d6743,0.523,0.477,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(CRESTOR)Rosuvastatin 10mg tab\S__49496250_0.jpg,透明,,292,47,184,,,,#b396b8,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(CRESTOR)Rosuvastatin 10mg tab\S__49496252_0.jpg,透明,,348,60,171,,,,#ab838b,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(CRESTOR)Rosuvastatin 10mg tab\S__49496253_0.jpg,透明,,346,57,175,,,,#af8891,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(CRESTOR)Rosuvastatin 10mg tab\S__49496254_0.jpg,灰色,,322,26,156,,,,#9c8c96,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(CRESTOR)Rosuvastatin 10mg tab\S__49496255_0.jpg,紅色,,22,83,252,,,,#fcc7aa,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(CRESTOR)Rosuvastatin 10mg tab\S__49496256_0.jpg,白色,,18,71,250,,,,#fac8b4,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(CRESTOR)Rosuvastatin 10mg tab\S__49496257_0.jpg,紅色,,16,94,190,,,,#be8b78,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(CRESTOR)Rosuvastatin 10mg tab\S__49496258_0.jpg,紅色,,16,95,177,,,,#b1816f,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Mirtazapine 30mg tab\S__49496241_0.jpg,紅色,,10,107,157,,,,#9d655b,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Mirtazapine 30mg tab\S__49496243_0.jpg,紅色,,12,120,145,,,,#915a4d,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Mirtazapine 30mg tab\S__49496244_0.jpg,紅色,,20,125,234,,,,#ea9d77,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Mirtazapine 30mg tab\S__49496245_0.jpg,紅色,,18,152,213,20,126,244,#d57d56,#f4a27b,0.606,0.394,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Mirtazapine 30mg tab\S__49496246_0.jpg,透明,,338,54,138,,,,#8a6d78,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Mirtazapine 30mg tab\S__49496247_0.jpg,紅色,,14,128,138,,,,#8a5445,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Mirtazapine 30mg tab\S__49496248_0.jpg,紅色,,18,140,160,18,145,130,#a06348,#824e38,0.637,0.363,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\Mirtazapine 30mg tab\S__49496249_0.jpg,紅色,,18,145,160,,,,#a06145,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\優閒Levetiracetam 500mg tab\S__49496232_0.jpg,白色,透明,30,42,205,32,53,169,#cdbcab,#a99986,0.602,0.398,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\優閒Levetiracetam 500mg tab\S__49496234_0.jpg,白色,透明,36,53,204,36,61,172,#ccbba2,#ac9c83,0.524,0.476,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\優閒Levetiracetam 500mg tab\S__49496235_0.jpg,白色,,46,39,254,,,,#fef5d7,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\優閒Levetiracetam 500mg tab\S__49496236_0.jpg,白色,,50,13,253,,,,#fdfbf0,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\優閒Levetiracetam 500mg tab\S__49496237_0.jpg,白色,灰色,8,8,216,30,24,169,#d8d2d1,#a9a199,0.564,0.436,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\優閒Levetiracetam 500mg tab\S__49496238_0.jpg,白色,透明,36,40,219,36,50,183,#dbcdb9,#b7a993,0.592,0.408,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\優閒Levetiracetam 500mg tab\S__49496239_0.jpg,紅色,,40,84,226,40,96,183,#e2ca98,#b7a072,0.594,0.406,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\優閒Levetiracetam 500mg tab\S__49496240_0.jpg,紅色,,40,89,226,40,98,190,#e2c893,#bea575,0.525,0.475,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(暢利淨D)Tamsulosin 0.2mg tab\S__49496223_0.jpg,白色,,238,23,243,,,,#dddef3,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(暢利淨D)Tamsulosin 0.2mg tab\S__49496225_0.jpg,白色,,244,20,239,,,,#dddcef,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(暢利淨D)Tamsulosin 0.2mg tab\S__49496226_0.jpg,白色,,246,24,230,,,,#d2d0e6,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(暢利淨D)Tamsulosin 0.2mg tab\S__49496227_0.jpg,白色,,246,27,230,,,,#d0cee6,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(暢利淨D)Tamsulosin 0.2mg tab\S__49496228_0.jpg,白色,,50,22,253,,,,#fdf9e7,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(暢利淨D)Tamsulosin 0.2mg tab\S__49496229_0.jpg,白色,,56,16,252,,,,#fcfbec,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(暢利淨D)Tamsulosin 0.2mg tab\S__49496230_0.jpg,白色,,42,26,229,,,,#e5dece,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(暢利淨D)Tamsulosin 0.2mg tab\S__49496231_0.jpg,白色,,40,24,234,,,,#eae3d4,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(Pletaal )Cilostazol 50mg tab\S__49496214_0.jpg,白色,,238,20,252,,,,#e8e9fc,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(Pletaal )Cilostazol 50mg tab\S__49496216_0.jpg,白色,,240,24,247,,,,#e0e0f7,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(Pletaal )Cilostazol 50mg tab\S__49496217_0.jpg,白色,,42,11,240,,,,#f0ede6,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(Pletaal )Cilostazol 50mg tab\S__49496218_0.jpg,白色,,26,8,233,,,,#e9e5e2,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(Pletaal )Cilostazol 50mg tab\S__49496219_0.jpg,白色,,50,22,253,,,,#fdf9e7,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(Pletaal )Cilostazol 50mg tab\S__49496220_0.jpg,白色,,56,16,252,,,,#fcfbec,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(Pletaal )Cilostazol 50mg tab\S__49496221_0.jpg,白色,,42,26,229,,,,#e5dece,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(Pletaal )Cilostazol 50mg tab\S__49496222_0.jpg,白色,,40,24,234,,,,#eae3d4,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(克血糖)ACARbose 100mg tab\S__49496205_0.jpg,白色,,56,73,211,,,,#d3ce97,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(克血糖)ACARbose 100mg tab\S__49496207.jpg,白色,,54,71,213,,,,#d5cf9a,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(克血糖)ACARbose 100mg tab\S__49496208.jpg,白色,,60,50,254,,,,#fefecc,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(克血糖)ACARbose 100mg tab\S__49496209_0.jpg,黃色,,58,105,251,,,,#fbf794,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(克血糖)ACARbose 100mg tab\S__49496210_0.jpg,黃色,,54,111,229,,,,#e5da81,,1.0,,0.6,0.06
C:\Users\92102\OneDrive - NTHU\桌面\大三下\畢業專題\drug_photos\(克血糖)ACARbose 100mg tab\S__49496211_0.jpg,黃色,,52,123,228,,,,#e4d476,,1.0,,0.6,0.06
